20.2141, 8.68076, 20.302, 8.74912, 0
20.302, 8.6124, 20.3899, 8.68076, 0
20.302, 8.68076, 20.3899, 8.74912, 0
20.6535, 8.40732, 20.7414, 8.47568, 0
20.4777, 8.54404, 20.5656, 8.6124, 0
20.3899, 8.6124, 20.4777, 8.68076, 0
20.3899, 8.68076, 20.4777, 8.74912, 0
20.4777, 8.6124, 20.5656, 8.68076, 0
20.4777, 8.68076, 20.5656, 8.74912, 0
20.5656, 8.47568, 20.6535, 8.54404, 0
20.5656, 8.54404, 20.6535, 8.6124, 0
20.6535, 8.47568, 20.7414, 8.54404, 0
20.6535, 8.54404, 20.7414, 8.6124, 0
20.5656, 8.6124, 20.6535, 8.68076, 0
20.5656, 8.68076, 20.6535, 8.74912, 0
20.6535, 8.6124, 20.7414, 8.68076, 0
20.6535, 8.68076, 20.7414, 8.74912, 0
20.7414, 8.40732, 20.8293, 8.47568, 0
20.8293, 8.33896, 20.9172, 8.40732, 0
20.8293, 8.40732, 20.9172, 8.47568, 0
20.9172, 8.2706, 21.0051, 8.33896, 0
21.0051, 8.20224, 21.093, 8.2706, 0
21.0051, 8.2706, 21.093, 8.33896, 0
20.9172, 8.33896, 21.0051, 8.40732, 0
20.9172, 8.40732, 21.0051, 8.47568, 0
21.0051, 8.33896, 21.093, 8.40732, 0
21.0051, 8.40732, 21.093, 8.47568, 0
20.7414, 8.47568, 20.8293, 8.54404, 0
20.7414, 8.54404, 20.8293, 8.6124, 0
20.8293, 8.47568, 20.9172, 8.54404, 0
20.8293, 8.54404, 20.9172, 8.6124, 0
20.7414, 8.6124, 20.8293, 8.68076, 0
20.7414, 8.68076, 20.8293, 8.74912, 0
20.8293, 8.6124, 20.9172, 8.68076, 0
20.8293, 8.68076, 20.9172, 8.74912, 0
20.9172, 8.47568, 21.0051, 8.54404, 0
20.9172, 8.54404, 21.0051, 8.6124, 0
21.0051, 8.47568, 21.093, 8.54404, 0
21.0051, 8.54404, 21.093, 8.6124, 0
20.9172, 8.6124, 21.0051, 8.68076, 0
20.9172, 8.68076, 21.0051, 8.74912, 0
21.0051, 8.6124, 21.093, 8.68076, 0
21.0051, 8.68076, 21.093, 8.74912, 0
21.884, 7.587, 21.9719, 7.65536, 0
21.9719, 7.587, 22.0598, 7.65536, 0
22.0598, 7.51864, 22.1477, 7.587, 0
22.0598, 7.587, 22.1477, 7.65536, 0
22.2356, 7.38192, 22.3235, 7.45028, 0
22.2356, 7.45028, 22.3235, 7.51864, 0
22.1477, 7.51864, 22.2356, 7.587, 0
22.1477, 7.587, 22.2356, 7.65536, 0
22.2356, 7.51864, 22.3235, 7.587, 0
22.2356, 7.587, 22.3235, 7.65536, 0
22.3235, 7.38192, 22.4114, 7.45028, 0
22.3235, 7.45028, 22.4114, 7.51864, 0
22.4114, 7.38192, 22.4992, 7.45028, 0
22.4114, 7.45028, 22.4992, 7.51864, 0
22.3235, 7.51864, 22.4114, 7.587, 0
22.3235, 7.587, 22.4114, 7.65536, 0
22.4114, 7.51864, 22.4992, 7.587, 0
22.4114, 7.587, 22.4992, 7.65536, 0
21.1809, 7.99716, 21.2688, 8.06552, 0
21.1809, 8.06552, 21.2688, 8.13388, 0
21.1809, 8.13388, 21.2688, 8.20224, 0
21.2688, 7.9288, 21.3567, 7.99716, 0
21.2688, 7.99716, 21.3567, 8.06552, 0
21.3567, 7.9288, 21.4446, 7.99716, 0
21.3567, 7.99716, 21.4446, 8.06552, 0
21.2688, 8.06552, 21.3567, 8.13388, 0
21.2688, 8.13388, 21.3567, 8.20224, 0
21.3567, 8.06552, 21.4446, 8.13388, 0
21.3567, 8.13388, 21.4446, 8.20224, 0
21.4446, 7.86044, 21.5324, 7.9288, 0
21.5324, 7.86044, 21.6203, 7.9288, 0
21.7082, 7.72372, 21.7961, 7.79208, 0
21.6203, 7.79208, 21.7082, 7.86044, 0
21.6203, 7.86044, 21.7082, 7.9288, 0
21.7082, 7.79208, 21.7961, 7.86044, 0
